"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Cell_Type"
"Gm35769",9.84348292346077e-09,-1.58127900854906,0.044,0.114,0.0001742788651598,"aEC"
"Igfbp3",2.19961310746415e-19,1.35826743071023,0.431,0.276,3.89441500676528e-15,"aEC"
"Gkn3",5.8486928130969e-09,-1.19959868296456,0.516,0.584,0.0001035511062558,"aEC"
"Mettl26",3.91484486842114e-07,-1.01507336021328,0.078,0.15,0.0069312328395396,"aEC"
"D130009I18Rik",3.36957092150113e-07,1.01378408008125,0.12,0.058,0.0059658253165177,"aEC"
"Cped1",2.97870662019779e-08,0.982110846921108,0.174,0.094,0.000527380007106,"aEC"
"Cdc42ep2",1.22423121750378e-07,-0.957246978770218,0.1,0.182,0.0021675013705904,"aEC"
"Slc26a10",1.88511345053115e-08,-0.703494845025645,0.301,0.412,0.0003337593364165,"aEC"
"Acsl3",1.57758053144878e-07,-0.676430705813796,0.253,0.35,0.00279310633093,"aEC"
"Adarb1",5.00583464510386e-08,0.61773841530097,0.41,0.304,0.0008862830239156,"aEC"
"Unc5b",2.60910098831579e-08,-0.429638784492397,0.363,0.48,0.0004619413299813,"aEC"
"Adgra2",1.75697153380028e-06,0.423455321298253,0.509,0.426,0.031107181005934,"aEC"
"Eif3j1",2.9151184545653e-07,0.41588519906616,0.597,0.507,0.0051612172238078,"aEC"
"Eif5b",3.23475385825202e-09,0.371963422478597,0.712,0.601,5.72713170603519e-05,"aEC"
"Eva1b",1.81307719611506e-06,-0.360598446178203,0.314,0.421,0.0321005317572171,"aEC"
"Ddah2",1.5971882202396e-06,-0.346809547030563,0.409,0.517,0.0282782174393421,"aEC"
"Hspa5",1.04752924333119e-07,0.334203433400682,0.897,0.861,0.0018546505253178,"aEC"
"Ptges3",2.00223686949189e-07,0.29594437647384,0.824,0.761,0.0035449603774353,"aEC"
"Emcn",7.43503358073984e-07,-0.293026989818831,0.85,0.879,0.0131637269546999,"aEC"
"Rpl35",9.0036383506377e-09,0.267982838351109,0.878,0.84,0.000159409416998,"aEC"
"Sparc",1.47395254785755e-08,-0.265168403114124,0.957,0.97,0.0002609632985981,"aEC"
"Gata2",1.27223037300326e-06,0.263277848752367,0.798,0.74,0.0225248387540227,"aEC"
"Lims2",2.74999790631202e-06,0.258177084676937,0.815,0.741,0.0486887129312544,"aEC"
