"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Cell_Type"
"A730049H05Rik",1.59661619145224e-09,6.34523652265184,0.119,0,2.91574048883008e-05,"vEC"
"Ldlr",1.53793316139575e-07,2.52944816087128,0.151,0.032,0.0028085735393409,"vEC"
"Fxyd6",2.23919585064681e-11,-1.98768774327576,0.093,0.264,4.0892194624512e-07,"vEC"
"Angptl4",1.65394286263927e-07,1.85526749605911,0.164,0.039,0.0030204304557518,"vEC"
"Ptgs2os",7.66970284719622e-07,-1.64872442213707,0.044,0.141,0.0140064113395497,"vEC"
"Nkd2",1.50758836364026e-08,-1.41290456006242,0.099,0.246,0.0002753157869679,"vEC"
"Flrt2",1.54964613475819e-07,0.808528347114898,0.739,0.658,0.0028299637712954,"vEC"
"Ptgs2",1.23440927016197e-07,-0.753236062965854,0.29,0.486,0.0022542782091697,"vEC"
"Clint1",5.59228992644119e-12,-0.665896851893062,0.639,0.824,1.02126398636669e-07,"vEC"
