"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Cell_Type"
"9530026P05Rik",1.62103858349681e-14,0.328037979534724,0.66,0.548,2.8700488120811e-10,"capEC"
"Ikzf5",1.46323297455924e-06,0.325958464044135,0.301,0.236,0.0259065398145714,"capEC"
"Eif2ak2",3.30209610392804e-08,0.325817715567647,0.364,0.286,0.0005846361152004,"capEC"
"Cflar",4.44383750181341e-09,0.325752225762447,0.372,0.286,7.86781429696064e-05,"capEC"
"Slc44a1",1.89975089338432e-09,0.324342830877814,0.421,0.327,3.36350895673693e-05,"capEC"
"Zfp422",9.61933381779649e-08,0.32406640366532,0.34,0.265,0.0017031030524408,"capEC"
"Gch1",1.15016915793169e-13,0.321863935166946,0.601,0.478,2.03637449411806e-09,"capEC"
"Ttc23",2.76274401566429e-07,0.320394152040287,0.269,0.201,0.0048914382797336,"capEC"
"Bsdc1",1.17890222523415e-08,0.319830913782909,0.269,0.194,0.0002087246389777,"capEC"
"Ino80d",3.12301509919787e-09,0.317844235730588,0.386,0.295,5.52929823312983e-05,"capEC"
"Cd81",2.07388801368165e-15,-0.316918930910125,0.817,0.834,3.67181872822336e-11,"capEC"
"Spen",9.23883855418208e-10,0.316633497844701,0.342,0.253,1.63573636601794e-05,"capEC"
"Ganab",2.71184832306741e-06,0.316075190233983,0.194,0.142,0.0480132745599084,"capEC"
"Palm",4.7472634600453e-07,-0.314545126468552,0.628,0.657,0.0084050299560102,"capEC"
"Tob2",1.88530154407729e-06,0.311184162895918,0.22,0.162,0.0333792638378884,"capEC"
"Snx13",5.67775620702656e-10,0.310703925185995,0.389,0.298,1.00524673645405e-05,"capEC"
"Mfsd14a",8.20353300212122e-10,0.310026561825046,0.425,0.327,1.45243551802556e-05,"capEC"
"Lipa",5.69252152612193e-11,0.307976320267656,0.481,0.376,1.00786093619989e-06,"capEC"
"Hprt",2.51607827489914e-07,-0.307067070204811,0.589,0.618,0.0044547165857089,"capEC"
"Hivep2",7.88774079278056e-08,0.305876174956034,0.439,0.358,0.0013965245073618,"capEC"
"Qsox1",3.28183827670425e-08,0.304883469983923,0.25,0.178,0.0005810494668904,"capEC"
"Kat6a",1.36363322972704e-12,0.30451250034955,0.524,0.415,2.41431263323172e-08,"capEC"
"Kmt2d",5.01420100547499e-07,0.303703791603495,0.199,0.143,0.0088776428801934,"capEC"
"Zbtb38",4.04449422920788e-09,0.303318988458255,0.514,0.423,7.16077703281256e-05,"capEC"
"Vdac2",1.63720336332233e-06,-0.301564078210811,0.553,0.579,0.0289866855476219,"capEC"
"Heca",4.39096662731625e-09,0.30073286737932,0.279,0.199,7.77420641366343e-05,"capEC"
"Vwa8",2.88707811525928e-07,0.299601481266312,0.263,0.196,0.0051115718030665,"capEC"
"Csde1",6.58329127174202e-14,0.299234882043415,0.641,0.53,1.16557171966192e-09,"capEC"
"Zfp366",8.92373733167059e-13,0.297058307927735,0.683,0.583,1.57994769457228e-08,"capEC"
"Pxn",6.07891921969631e-10,0.296155835745364,0.364,0.27,1.07627264784723e-05,"capEC"
"Dop1a",1.55960176386679e-09,0.295576773025967,0.418,0.327,2.76127492292615e-05,"capEC"
"Rabac1",1.81193747694133e-14,-0.295510551430599,0.82,0.816,3.20803530292462e-10,"capEC"
"Snrpb",1.84571556744285e-07,-0.295456762993685,0.625,0.646,0.0032678394121575,"capEC"
"Gm49417",2.70040448361725e-06,0.292809060235629,0.273,0.21,0.0478106613824435,"capEC"
"Rc3h1",8.34350812083367e-08,0.292387894939062,0.428,0.347,0.0014772181127936,"capEC"
"Prkd2",7.59966068363675e-07,0.292331858530776,0.304,0.237,0.0134551992403789,"capEC"
"Stx3",1.13351942230411e-06,0.292289465400436,0.377,0.307,0.0200689613718943,"capEC"
"mt-Atp6",1.38796708083868e-32,-0.291841035349648,1,0.991,2.45739571662488e-28,"capEC"
"Edf1",1.26596689863963e-08,-0.291713116834951,0.636,0.669,0.0002241394394041,"capEC"
"Camsap2",9.48022991829607e-08,0.291326253712428,0.293,0.22,0.0016784747070343,"capEC"
"Ly75",3.67006195520147e-08,0.29068419430464,0.401,0.316,0.0006497844691684,"capEC"
"Mob1a",2.71271944933458e-06,0.290630952948897,0.341,0.274,0.0480286978504688,"capEC"
"Pkm",1.81352190947476e-08,-0.290423950470281,0.697,0.712,0.0003210840540725,"capEC"
"Crk",1.68505422706253e-10,0.28928619452642,0.442,0.342,2.98338850901421e-06,"capEC"
