gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Ackr3,7.32653065401764e-39,0.342760754658684,0.376,0.281,1.29979980332927e-34
Ccny,4.3436407758309705e-91,0.340913046459931,0.801,0.692,7.70605310040173e-87
Sec14l1,2.10207313832021e-72,0.340617362367489,0.57,0.435,3.72928795469389e-68
Stra6,8.00031354314767e-57,0.338815234065233,0.377,0.258,1.41933562568983e-52
Adipor2,1.88828349421114e-77,0.335717499773534,0.763,0.655,3.3500037470799903e-73
Hspe1,3.04737554523017e-72,0.332539042258996,0.561,0.426,5.4063489547928506e-68
Rpl30,7.43723846350919e-185,0.331527634620572,0.982,0.968,1.31944047581117e-180
Sash1,3.46810844629479e-75,0.330536402067337,0.777,0.674,6.1527711945715896e-71
Tomm7,1.50754223989431e-102,0.330156209138235,0.819,0.696,2.6745306877965002e-98
Tmem204,1.41848648518224e-91,0.330153523406146,0.813,0.699,2.5165368733618e-87
Rasd1,4.65038693932271e-22,0.325438826119645,0.345,0.279,8.25025146905242e-18
Clip1,7.37806074487563e-73,0.320809724010477,0.826,0.736,1.30894175674838e-68
Bnip3,1.49656817762527e-56,0.320626337590228,0.439,0.32,2.65506160392499e-52
Acer2,1.74835956851171e-53,0.320500547636942,0.593,0.478,3.1017647104966298e-49
Rnf103,4.27459731096854e-56,0.319686432206779,0.404,0.289,7.58356308938929e-52
Rps15a,3.45397670557944e-171,0.31788110291654,0.977,0.95,6.12770007336849e-167
Rpl34,1.9801462207738302e-181,0.31644689936748,0.985,0.969,3.51297741027484e-177
Cavin2,2.66262713565557e-79,0.314525068027425,0.913,0.857,4.72376680136655e-75
Fas,4.6734306169077104e-76,0.312834185358756,0.69,0.556,8.291133257455969e-72
Bst2,7.54229255479603e-39,0.30955398903673,0.636,0.546,1.33807812214636e-34
Doc2b,3.3026541028687e-113,0.308958703779754,0.117,0.024,5.85923864389936e-109
Plxna2,7.40223343901551e-59,0.308610867183294,0.694,0.584,1.31323023441574e-54
Rps17,1.98263144620513e-125,0.307586870662797,0.94,0.895,3.51738644871251e-121
Tmem252,2.05993290616008e-31,0.306833913494979,0.531,0.446,3.6545269688186e-27
Ppp2r2d,8.83476654610051e-64,0.301781459635415,0.569,0.443,1.5673759329436901e-59
Susd6,1.10518875897107e-72,0.30122028527159,0.581,0.437,1.9607153772905803e-68
Rps28,2.6447570678196003e-99,0.300830005939304,0.939,0.897,4.69206351401876e-95
Camk2n1,4.6083653288582904e-60,0.300076550285674,0.468,0.336,8.1757009299275e-56
Rps26,3.49890832133046e-122,0.299998327402598,0.959,0.917,6.20741325287237e-118
Map3k6,7.97269677672591e-69,0.299567583983728,0.336,0.211,1.41443613515894e-64
Lrrc8a,1.7676581884744e-60,0.299287255671637,0.449,0.324,3.13600239217243e-56
Ndufc2,1.8769811424826e-74,0.29899518168706,0.731,0.615,3.3299522448783795e-70
Slc7a5,2.1010166849729098e-79,0.296851098756562,0.901,0.83,3.72741370081043e-75
Fnbp1l,2.28935971590781e-70,0.294689438750821,0.877,0.809,4.06155307199205e-66
Ralbp1,4.16307337725692e-54,0.292539139010507,0.764,0.677,7.3857084785915e-50
Hsp90ab1,2.68330262396681e-146,0.291603059119768,0.998,0.994,4.76044718517952e-142
Cdc42ep4,1.01532516676602e-68,0.290810439143349,0.341,0.212,1.8012883783596e-64
