gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Cdkn1a,3.17932121229055e-86,1.01082242787616,0.953,0.819,5.64043376272467e-82
Mt1,1.15528196743361e-26,0.993055606130243,0.49,0.28,2.0495857384239699e-22
Tsc22d3,2.9610256883548603e-44,0.754164481402401,0.901,0.765,5.25315567371035e-40
Pim3,1.5429977035157902e-44,0.713229219036787,0.583,0.3,2.73743222580737e-40
Depp1,3.95068310926145e-19,0.710747994976178,0.651,0.483,7.0089069041407304e-15
Zbtb16,6.07737074888816e-34,0.684499884504183,0.599,0.373,1.07818634456025e-29
Xdh,1.6906321456442099e-18,0.648798823800961,0.613,0.456,2.99935048958739e-14
Rgcc,1.02818200189892e-19,0.648317695257399,0.742,0.59,1.82409768956887e-15
Txnip,1.3942562154115901e-39,0.639772251812587,0.86,0.696,2.4735499517616997e-35
Angptl4,1.9685765748696202e-23,0.622337391372719,0.235,0.079,3.4924517014761996e-19
Nfkbia,1.26304742085076e-55,0.613061792396841,0.99,0.971,2.24077242933134e-51
Ddit4,7.659899620434171e-25,0.611453326607255,0.622,0.442,1.35894279166123e-20
Hspb1,4.1190102223848e-43,0.60181867956977,0.993,0.989,7.30753603553287e-39
Sesn1,1.31249582258545e-29,0.584675616963638,0.565,0.338,2.32849883884884e-25
Pglyrp1,1.20824819320924e-19,0.55481841333487,0.882,0.809,2.14355311957251e-15
Slc7a5,2.28379055335174e-17,0.547089469563244,0.64,0.485,4.05167282070132e-13
Rpl35,3.47438683088632e-45,0.515202739452164,0.933,0.851,6.16390967667541e-41
Rps27,5.1957964934593896e-70,0.508295710124397,0.998,0.994,9.2178625590463e-66
Bcl2l1,3.05890144941767e-35,0.501975088347101,0.874,0.748,5.426797061411881e-31
Rpl41,3.12160109654959e-76,0.476133257509636,0.997,0.995,5.53803250538863e-72
Fam107a,8.54159196323502e-21,0.462931956169651,0.663,0.475,1.51536383019752e-16
Rpl36,2.9283455335748597e-55,0.45486992511144,0.992,0.979,5.1951778111151703e-51
Rpl37,1.1662514522803799e-55,0.449359145498035,0.997,0.991,2.06904670149062e-51
Adipor2,1.1776669497696101e-24,0.448534933045666,0.894,0.807,2.0892989355862702e-20
Fzd4,2.23559665664919e-19,0.445266514694792,0.598,0.409,3.96617202856132e-15
Rpl38,5.42326359304408e-53,0.442312601936607,0.997,0.987,9.6214119404195e-49
Rpl37a,2.11620060667729e-54,0.423477563982888,0.998,0.997,3.7543514963061797e-50
Rpl10,1.77937735949151e-35,0.422800758331201,0.969,0.943,3.1567933734738997e-31
Atp5md,2.99897222729241e-23,0.417213633166217,0.768,0.607,5.320476628439471e-19
Paqr5,1.86445579698306e-18,0.39524916239617,0.843,0.743,3.30773102942764e-14
Rpl39,1.0957605178032299e-36,0.394205778868384,0.989,0.97,1.94398873463471e-32
Rps21,4.2813610153118e-48,0.391666578282974,0.997,0.994,7.595562577264671e-44
Rpl31,4.5757998311478e-30,0.391461724213352,0.97,0.912,8.11792648043932e-26
Pllp,6.30239908653618e-19,0.389946590604495,0.682,0.511,1.11810862194238e-14
Mt2,1.44689197280434e-16,0.387893638254166,0.258,0.115,2.56693104895217e-12
Tomm6,1.7662506200705e-18,0.374753862961883,0.72,0.553,3.1335052250670704e-14
