gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Adamts9,0.0,2.00076708100061,0.335,0.079,0.0
AY036118,0.0,1.98675277195564,0.991,0.804,0.0
Arl15,0.0,1.37053349449584,0.809,0.618,0.0
Maml2,0.0,1.27619803367957,0.757,0.503,0.0
Scgb3a1,7.45139294381751e-195,1.21694646430381,0.288,0.108,1.36077337939995e-190
Magi1,0.0,1.09059976699287,0.629,0.364,0.0
Plcb1,0.0,1.07771244802978,0.936,0.904,0.0
Ptprg,0.0,1.07501451712434,0.982,0.965,0.0
Hdac9,1.2581341122823e-172,1.05264033679027,0.468,0.291,2.29760451584994e-168
Mecom,0.0,1.00244784688314,0.938,0.882,0.0
Dach1,3.08857081681729e-296,0.997094524573768,0.687,0.512,5.64034802567173e-292
Dock4,0.0,0.940760377541748,0.875,0.78,0.0
Fryl,0.0,0.921329597458795,0.778,0.602,0.0
Insr,0.0,0.920218805682622,0.798,0.646,0.0
Nrp1,6.0766803197778e-240,0.912040544549371,0.72,0.568,1.1097233599978201e-235
Tshz2,6.2056316223169606e-279,0.910841046073017,0.771,0.654,1.13327244686752e-274
Ptprm,0.0,0.907732091200065,0.944,0.901,0.0
Wwox,2.59048389091646e-148,0.894696456252033,0.423,0.261,4.7307416815916304e-144
Apbb2,0.0,0.874050309413223,0.853,0.744,0.0
Adamts1,7.92312461696418e-51,0.864626165520283,0.482,0.408,1.44692101755e-46
Prkg1,4.25832369005411e-86,0.856448268329697,0.565,0.502,7.77655072277682e-82
Etv6,3.13497205558222e-260,0.854081910558746,0.594,0.393,5.72508596790425e-256
Atrnl1,1.28208289896681e-224,0.849449197373361,0.501,0.297,2.34133979009319e-220
Klf12,0.0,0.84803368198197,0.851,0.764,0.0
Syne1,0.0,0.846236117137821,0.89,0.797,0.0
Nr3c2,7.63846352142633e-191,0.844786599045674,0.509,0.331,1.3949362082828801e-186
Prkch,0.0,0.836336057324019,0.791,0.655,0.0
Zeb1,8.33750605278242e-261,0.835539175444532,0.717,0.568,1.52259535535913e-256
Exoc4,3.1128964842401404e-290,0.82760312025658,0.686,0.505,5.68477155951935e-286
Immp2l,1.32733967648657e-119,0.826755570990306,0.338,0.194,2.42398771719978e-115
Pard3b,1.5420808071772302e-201,0.820346380892586,0.572,0.399,2.8161479700670604e-197
Acer2,1.70407284464623e-191,0.810731188339033,0.629,0.475,3.11197782889294e-187
Adgrl3,8.75533682020722e-59,0.80704026096092,0.47,0.396,1.5988996101062402e-54
Exoc6b,0.0,0.797210801712065,0.787,0.662,0.0
Dnah3,4.1032238417624295e-229,0.796447624238535,0.349,0.143,7.49330737982654e-225
Fbxl17,8.77546020604449e-230,0.791349438314174,0.63,0.46,1.60257454282784e-225
Dock1,0.0,0.791051831400432,0.734,0.553,0.0
Msi2,0.0,0.782268550218687,0.836,0.702,0.0
Mllt3,4.1403415915204e-204,0.781763493427321,0.61,0.443,7.56109181443455e-200
