gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Adamts9,2.21262759865627e-40,1.81543830312152,0.391,0.16,4.04070052066609e-36
AY036118,3.6553978519372997e-165,1.60090775230183,0.994,0.876,6.67548755720791e-161
Arl15,8.27875942326183e-91,1.37685953404928,0.952,0.864,1.51186704587607e-86
Plcb1,1.74025398528257e-127,1.3061016945512,0.973,0.94,3.17805182792303e-123
Maml2,4.27581318810437e-92,1.29824840117505,0.819,0.574,7.8084900441162e-88
Ptprg,1.03061041706962e-170,1.22557586670189,0.997,0.979,1.8821007436525398e-166
Cdh13,2.36842465702412e-29,1.16066302435529,0.623,0.459,4.32521710865745e-25
Fryl,3.61395164269413e-96,1.10339956081549,0.899,0.712,6.59979848988803e-92
Dach1,2.4668779010507697e-62,1.06293999201943,0.817,0.649,4.5050124228989204e-58
Nr3c2,2.63205556208159e-51,1.04250960660284,0.644,0.393,4.8066598674734e-47
Magi1,2.57968025607325e-63,1.03392378828623,0.685,0.437,4.71101208364096e-59
Tshz2,5.705474666699851e-38,1.02850932330054,0.684,0.51,1.0419337836327299e-33
Klf12,5.4426200397061e-89,0.982084954495192,0.935,0.868,9.93931271651128e-85
Mllt3,9.054538207577781e-60,0.961498587631086,0.769,0.557,1.6535397674678497e-55
Mecom,1.70180841542773e-84,0.951768964929188,0.968,0.916,3.10784252825413e-80
Lncpint,4.52474812861985e-56,0.944090555407936,0.654,0.393,8.26309503248557e-52
Wwox,3.6206848739689403e-25,0.93342723538085,0.48,0.306,6.61209471684208e-21
Igf1r,2.50791712471362e-49,0.907568303435676,0.952,0.933,4.5799582531520104e-45
Syne1,4.40779233624171e-96,0.901028456542397,0.969,0.915,8.049510364444601e-92
Dock4,4.90408729116155e-57,0.898348841125716,0.815,0.674,8.95584421111922e-53
Ptprm,2.38599992047922e-99,0.884923198278267,0.989,0.969,4.35731305477915e-95
Sptbn1,2.47343463142827e-135,0.844942592984409,0.999,0.996,4.51698632391431e-131
Tbc1d4,2.14669268796455e-40,0.842141473781594,0.777,0.623,3.92029018676087e-36
Prkch,3.097109960746e-46,0.832947839160899,0.776,0.645,5.6559422103143396e-42
Stard13,3.37433916025423e-45,0.832595514436346,0.698,0.492,6.16221817445628e-41
Pard3,4.5281727451623295e-56,0.831119287919355,0.76,0.573,8.26934906721545e-52
Insr,3.30084993795819e-45,0.830643600278004,0.789,0.645,6.02801215669925e-41
Zbtb20,9.38814838557181e-111,0.822076921772591,0.986,0.966,1.71446365817312e-106
Atp10a,2.06785287001648e-49,0.82127583317805,0.902,0.864,3.7763129112241005e-45
Exoc4,3.7997657747531697e-48,0.818250930483385,0.744,0.58,6.939132257854241e-44
Stox2,5.3785457188327e-29,0.813049895923847,0.685,0.557,9.822300191732271e-25
Foxp1,6.3394068053402296e-99,0.812501429880529,0.979,0.967,1.15770247079123e-94
Cyyr1,2.19394874379608e-61,0.81177535494459,0.954,0.93,4.0065891959203996e-57
Exoc6b,6.51212417945279e-57,0.797112481675211,0.884,0.817,1.18924411765167e-52
Ebf1,1.17743256574888e-80,0.797048975647122,0.988,0.978,2.1502273515706002e-76
Atrnl1,2.03917825433937e-36,0.791101370468993,0.614,0.406,3.72394732807456e-32
Lrch1,1.19008762775833e-49,0.781730113725867,0.795,0.616,2.17333802581226e-45
Sema3c,5.4511886882182e-24,0.779229701855013,0.796,0.737,9.954960782424071e-20
Apbb2,4.58313988195633e-46,0.779070671819598,0.853,0.773,8.369730052428639e-42
Fry,4.31295230894326e-65,0.776769737470941,0.944,0.898,7.876313506592181e-61
St6galnac3,7.25287323830175e-37,0.77585357354194,0.873,0.85,1.3245197107786701e-32
Prex2,1.99109607120365e-63,0.769966297887906,0.953,0.9,3.6361396452321004e-59
Msi2,2.28740437060405e-65,0.768447912532984,0.891,0.799,4.1772578615971205e-61
Galnt15,1.1439622510403e-37,0.765618702787052,0.469,0.24,2.08910386284979e-33
Hmcn1,6.22523558254212e-18,0.765590984367351,0.411,0.264,1.13685252208384e-13
Immp2l,4.22715489222576e-21,0.764185557246082,0.35,0.181,7.71963026418268e-17
Pkp4,3.5776960127707204e-61,0.763494587956668,0.864,0.686,6.53358845852189e-57
Mcc,1.21226016797264e-40,0.749088288843965,0.834,0.744,2.2138295187516398e-36
Tcf12,8.15543437880252e-48,0.748487927208305,0.83,0.713,1.4893454262569199e-43
Bcas3,4.56247490971558e-29,0.746410860775939,0.554,0.373,8.33199168012259e-25
Etv6,2.07242556638113e-32,0.745171351166012,0.579,0.397,3.7846635693252097e-28
Pard3b,3.00644342734391e-28,0.743714161718808,0.593,0.425,5.49036698701545e-24
Dock1,1.98786476290404e-53,0.74175506170788,0.819,0.678,3.63023863001536e-49
Itpkb,5.748117488799881e-35,0.741541335244997,0.801,0.701,1.0497212158046299e-30
Arhgef12,6.09463597456924e-66,0.741521514169315,0.927,0.83,1.11300242167583e-61
Nfia,3.4414238513415796e-48,0.738537313753857,0.86,0.755,6.284728237319981e-44
Arhgef3,1.74009051650724e-35,0.736362987220117,0.677,0.508,3.17775330124552e-31
Psd3,7.55735202360549e-37,0.734259296284358,0.617,0.427,1.38012362655084e-32
