gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
AY036118,1.2811187099841601e-235,1.97660638345721,0.997,0.859,2.3395789881730798e-231
Adamts9,1.2050053867397e-56,1.88299273269024,0.34,0.069,2.20058083726404e-52
Scgb3a1,5.3118959746267e-49,1.35745908033472,0.445,0.159,9.70058442886327e-45
Lcn2,1.57229426020985e-20,1.26939790563071,0.35,0.182,2.87132377799524e-16
Arl15,5.42486258569219e-72,1.23761986404046,0.789,0.539,9.90688405399108e-68
Adamts1,8.5902429333317205e-19,1.23222463821603,0.421,0.267,1.5687501644850402e-14
Maml2,3.21342658076305e-84,1.19026738769553,0.845,0.597,5.86835962178948e-80
Magi1,7.15029147567602e-71,1.17448336633971,0.745,0.489,1.30578622928796e-66
Dach1,2.04265895665136e-42,1.06883830398136,0.741,0.599,3.73030378663671e-38
Tshz2,1.82535301511769e-81,1.06564086210284,0.926,0.811,3.33345967620792e-77
Ptprg,7.36408841601894e-137,1.05615282501154,1.0,0.993,1.3448298265333801e-132
Wwox,3.6496238977992696e-28,1.0410614143393,0.519,0.332,6.66494316216102e-24
Prkg1,1.52883286345836e-30,1.00880989242923,0.79,0.713,2.79195457524766e-26
Pitpnc1,3.06515658100778e-56,0.980954124125281,0.849,0.698,5.5975889482364e-52
Acer2,2.5503456534831002e-45,0.959215281474292,0.695,0.478,4.65744123239085e-41
Plcb1,1.4847696277654201e-68,0.936551376708266,0.966,0.925,2.71148629422521e-64
Etv6,1.22615565709865e-54,0.931234006025134,0.753,0.537,2.23920546099356e-50
Apbb2,2.59711987889897e-75,0.907997665853711,0.942,0.836,4.7428603228453e-71
Rapgef5,5.543415838321831e-47,0.906891010362651,0.78,0.614,1.01233860039433e-42
Prkch,5.42566289617206e-69,0.90293466913548,0.9,0.777,9.90834558098942e-65
Pard3b,2.5847198238339e-44,0.882558779949697,0.715,0.496,4.72021534228546e-40
Mecom,1.86586944403166e-75,0.864082134701614,0.975,0.963,3.40745077869062e-71
Dock4,3.77841361557796e-62,0.862245376341479,0.915,0.849,6.90013894476847e-58
Pard3,1.02393339530767e-65,0.859542072597463,0.861,0.671,1.8699071665108702e-61
Fryl,9.77119501465842e-65,0.848469483817907,0.881,0.752,1.7844156335769202e-60
Nr3c2,6.41059566666711e-29,0.842909735532814,0.603,0.429,1.17070298064675e-24
Psd3,1.169782328321e-46,0.842084239374328,0.681,0.455,2.1362564879798197e-42
Lrmda,2.39460804298264e-17,0.840297055963271,0.334,0.19,4.3730332080948996e-13
Exoc4,1.42171538148848e-48,0.840239768386443,0.788,0.613,2.59633662967427e-44
Pkp4,4.8316497694546604e-60,0.834660653139384,0.854,0.711,8.82355880897809e-56
Dnah3,5.076852917010829e-40,0.832893605266474,0.44,0.187,9.27134879704519e-36
Dock1,5.274121962064729e-56,0.831211321554389,0.8,0.61,9.631601527122621e-52
Arhgap26,1.20695834805388e-52,0.827382225279865,0.799,0.608,2.204147335216e-48
Frmd5,7.5953548538588495e-28,0.82702228411839,0.85,0.784,1.3870637034116998e-23
Msi2,3.3720399421662102e-59,0.822977312027785,0.85,0.698,6.1580193423839396e-55
Ptprm,1.3268808311778901e-61,0.817448648674541,0.945,0.907,2.4231497738970698e-57
Prex2,1.1229246635625599e-62,0.816253801517882,0.92,0.874,2.05068502059795e-58
Pde7b,9.68821090644589e-24,0.79686862252786,0.572,0.404,1.7692610757351502e-19
Insr,1.75061629926333e-54,0.791207268776328,0.867,0.715,3.1969754857147e-50
Fbxl17,5.62715600736433e-41,0.790213285412624,0.736,0.551,1.02763123006487e-36
Mcc,6.20402056938001e-41,0.783511170994482,0.8,0.667,1.1329782363801799e-36
Zeb1,3.14001004724566e-39,0.781070964082019,0.758,0.591,5.73428634828002e-35
Syne1,1.50455294339539e-40,0.773188452720014,0.828,0.688,2.7476145852286498e-36
Chn2,2.4436998118051904e-44,0.758427934245077,0.902,0.863,4.46268459631864e-40
Ebf1,6.056798938299851e-54,0.757899328975499,0.957,0.917,1.1060926221123199e-49
Nrp1,1.4211409709414e-33,0.757116741655279,0.728,0.57,2.59528764113318e-29
Rbfox2,1.88796745596106e-45,0.754973137538582,0.751,0.529,3.4478061680760897e-41
Nfia,5.58342203437896e-41,0.754628214502262,0.828,0.712,1.0196445319182899e-36
Adgrl3,7.26530484896174e-20,0.751191301286956,0.714,0.623,1.3267899715173901e-15
Znrf3,6.85571809500318e-34,0.748407365222765,0.586,0.367,1.25199123850948e-29
Atrnl1,6.8264542152789e-30,0.743066391696758,0.54,0.34,1.24664706879423e-25
Galnt18,6.32392675278676e-24,0.7383857631374,0.484,0.311,1.1548755035939202e-19
Stk3,1.15303216209192e-41,0.72018951952694,0.764,0.584,2.10566733441226e-37
Exoc6b,1.30478642170572e-40,0.716679778710529,0.857,0.755,2.38280096331898e-36
Samd12,9.79681029597667e-34,0.713186159816654,0.835,0.768,1.78909349625126e-29
Vti1a,2.7083963787137698e-30,0.709336101401977,0.637,0.451,4.94607346680709e-26
Lpp,5.84751385497857e-31,0.703070028539614,0.606,0.405,1.06787298019619e-26
Zfp521,2.51683630812592e-30,0.702886983872627,0.4,0.187,4.59624646589956e-26
Gab2,1.5462386477305e-17,0.701104158217589,0.54,0.408,2.82374101848544e-13
Prkce,1.65463048154189e-29,0.701015480271472,0.494,0.287,3.02168618539179e-25
Elmo1,7.50219038384509e-29,0.700147524881336,0.752,0.613,1.37005000789779e-24
Gmds,1.51598334776103e-25,0.699954081967177,0.626,0.464,2.7684887896811902e-21
Tcf12,1.63042293793653e-53,0.696894053354214,0.927,0.852,2.9774783692596998e-49
Rabgap1l,4.1333905188116e-29,0.695760242981162,0.61,0.42,7.54839776545374e-25
Ghr,2.64222951187083e-22,0.692891157356317,0.571,0.392,4.8252395345785194e-18
Smyd3,4.3484128686425e-19,0.689539799871099,0.443,0.287,7.94107158071494e-15
Ildr2,2.17217602033417e-29,0.68944974143834,0.52,0.302,3.9668278483342604e-25
Ptprk,2.01976841466092e-22,0.687993801532963,0.608,0.461,3.68850107885377e-18
Nav1,4.8242066291842296e-36,0.683327781521251,0.766,0.616,8.80996614621625e-32
Dip2c,1.45128163064684e-25,0.680725118243052,0.6,0.426,2.65033051388725e-21
Mllt3,6.30370252849207e-27,0.675049836392847,0.731,0.608,1.15118215575322e-22
Gnaq,2.80036758817291e-43,0.673175798470251,0.858,0.755,5.11403128952136e-39
Stox2,9.90852651272481e-22,0.672237063245108,0.773,0.707,1.80949511175381e-17
Dennd1a,2.7980092575396e-38,0.67110500296301,0.681,0.47,5.109724506118819e-34
Klf12,7.625436228932191e-35,0.670041659951766,0.9,0.851,1.3925571641276e-30
Itga6,1.19532454899044e-35,0.669744709880871,0.917,0.899,2.18290169136634e-31
