gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Cdkn1a,0.0,1.1177159027764,0.924,0.703,0.0
Zbtb16,0.0,1.05429733444697,0.686,0.33,0.0
Hspa1b,3.38163367350837e-181,0.937601799640503,0.705,0.511,5.98718241894657e-177
Net1,3.03834344278471e-187,0.819706151609797,0.651,0.456,5.37938706545032e-183
Hes1,2.7170816370315e-165,0.795684091231896,0.774,0.628,4.8105930383642604e-161
Ddit4,1.30786981872683e-201,0.789865626896956,0.566,0.347,2.31558351405586e-197
Depp1,1.37225020941858e-93,0.751361866397453,0.417,0.263,2.42956899577559e-89
Snrk,5.0701916121623405e-291,0.751124559298602,0.826,0.644,8.97677424933343e-287
Tsc22d3,4.05193758223755e-307,0.749770532746828,0.882,0.734,7.17395548935157e-303
Fam107a,2.09091879437322e-274,0.747429639264269,0.511,0.24,3.7019717254377795e-270
Bcl2l1,0.0,0.723701899370274,0.795,0.584,0.0
Ccn2,1.5688508640607202e-76,0.682872012984684,0.282,0.158,2.77765045481951e-72
Xdh,1.06214729053805e-172,0.666545461874847,0.759,0.611,1.8805317778976198e-168
Slc7a5,3.24823797564475e-244,0.664857229098188,0.903,0.831,5.75100533587903e-240
Rgcc,3.70925172448408e-142,0.663460556343897,0.797,0.672,6.567230178199059e-138
Hspa1a,4.9757850819838903e-85,0.639294861858524,0.67,0.542,8.80962748765248e-81
Plat,1.5742499748087498e-187,0.628463298209151,0.866,0.764,2.7872095803988903e-183
Mcf2l,9.814494725159979e-184,0.62680206858196,0.753,0.604,1.73765629108957e-179
Ndrg1,6.02197812470176e-276,0.623539211044108,0.951,0.895,1.06619122697845e-271
Galnt15,1.52453085741095e-170,0.618821439065772,0.402,0.197,2.6991818830460798e-166
Cdk8,0.0,0.606475801473486,0.991,0.979,0.0
Ccdc85a,4.10694982626192e-129,0.605845213451019,0.635,0.486,7.271354667396729e-125
Fam117b,3.2617838175445605e-132,0.596456320768241,0.593,0.428,5.77498824896265e-128
Pim3,4.45050959296564e-143,0.586593193768824,0.661,0.484,7.87962723434567e-139
Trp53inp1,1.16902192407988e-180,0.584735119863618,0.306,0.115,2.0697533165834198e-176
Timp3,5.6879049205759e-177,0.577215863400714,0.931,0.848,1.00704356618796e-172
