"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dhx38",9.42996694008105e-13,0.0580498978968088,0.142,0.113,1.7221005625976e-08
"Gse1",9.43205828406062e-13,0.0747874805439847,0.318,0.287,1.72248248383515e-08
"Suco",1.00011599215962e-12,0.069847558958655,0.235,0.201,1.82641182488189e-08
"Micu1",1.03491490825998e-12,0.0619529470032549,0.162,0.132,1.88996160546437e-08
"Gngt2",1.05280282964318e-12,0.070451694751516,0.188,0.159,1.92262852749437e-08
"Washc2",1.06079919445241e-12,0.0694393673196195,0.235,0.204,1.93723148890898e-08
"Cyhr1",1.06214150308187e-12,-0.0696636329641022,0.233,0.302,1.93968281292811e-08
"Pla2g4a",1.0684898214142e-12,0.0739945680260496,0.212,0.189,1.95127611186662e-08
"Ssbp3",1.07664419429333e-12,0.0618529683157462,0.166,0.135,1.96616762761848e-08
"Cstb",1.08801152500406e-12,-0.0739771779382562,0.344,0.418,1.98692664696241e-08
"Wdr33",1.09142275860522e-12,0.07407163274197,0.426,0.414,1.99315624176484e-08
"Usp36",1.09413895489491e-12,0.0593739611161196,0.15,0.119,1.99811655942909e-08
"Stt3b",1.09768574116503e-12,0.0736710619552097,0.326,0.302,2.00459370051558e-08
"Uso1",1.09990149092582e-12,0.0658435832443752,0.207,0.176,2.00864010272873e-08
"Rrs1",1.1178632603395e-12,-0.0503914715332725,0.073,0.114,2.041441886032e-08
"Rrbp1",1.12023624832121e-12,0.0668242675712549,0.697,0.691,2.0457754366842e-08
"Brd2",1.12244636619499e-12,0.0746992825722932,0.429,0.404,2.0498115539453e-08
"Ints6l",1.13070725272193e-12,0.0628844343677534,0.154,0.125,2.0648975849208e-08
"Tmem134",1.14753298928049e-12,-0.0692430885363431,0.228,0.29,2.09562474502403e-08
"Lap3",1.25137082930877e-12,-0.0639935034971644,0.15,0.201,2.28525340848368e-08
"Alg6",1.27238897607686e-12,0.0520925647397994,0.109,0.082,2.32363674811155e-08
"Add1",1.29388146014807e-12,0.0732738677260855,0.466,0.447,2.3628863225224e-08
"Ndufs4",1.3667541822411e-12,-0.0728941112161369,0.393,0.481,2.4959664876087e-08
"Ppm1g",1.3876519431226e-12,-0.069038889320307,0.23,0.297,2.53412997853049e-08
"Evi5",1.4233947634513e-12,0.0748222505854762,0.39,0.367,2.59940351701477e-08
"Hk1",1.43593961611176e-12,0.0713539003444495,0.31,0.279,2.62231292694329e-08
"Arhgap20",1.46332202716703e-12,0.0545685618281429,0.102,0.075,2.67231868601244e-08
"Pik3c3",1.4908129140878e-12,0.059179305396241,0.153,0.121,2.72252254370714e-08
"Ppig",1.50580114845759e-12,0.07419683772527,0.565,0.538,2.74989405731325e-08
"Mknk2",1.58174306642953e-12,-0.0648179792011674,0.173,0.233,2.8885791879136e-08
"Ppp2r2d",1.59019952893648e-12,-0.0737190896290683,0.362,0.442,2.9040223797438e-08
"Ptch1",1.6229381941195e-12,0.0612807564353584,0.166,0.137,2.96380973010103e-08
"Gpbp1l1",1.66862168168121e-12,0.0726878244042117,0.346,0.322,3.04723691508623e-08
"Vma21",1.78031237423615e-12,-0.0598095870189678,0.131,0.182,3.25120645783006e-08
"Supt16",1.78055018602544e-12,0.0744459500119082,0.428,0.401,3.25164074971966e-08
"Snrpa",1.78870953044052e-12,-0.0619535911676329,0.141,0.196,3.26654134449047e-08
"Exosc5",1.86848960205884e-12,-0.0523194182748225,0.084,0.128,3.41223571127985e-08
"Rspry1",1.87034690967146e-12,0.0699726785045163,0.26,0.23,3.41562752644202e-08
"Slc25a24",2.02030061223214e-12,-0.0695978166556275,0.225,0.288,3.68947297805833e-08
"Ap1s1",2.09994342088447e-12,-0.0571739894837157,0.11,0.16,3.83491667521921e-08
"Gpd2",2.13550296656486e-12,0.0637797194378449,0.707,0.708,3.89985551754075e-08
"Pde6d",2.1651895834503e-12,-0.0655132245284749,0.173,0.236,3.95406921729694e-08
"Dcaf1",2.22139940565859e-12,0.067125949595072,0.225,0.194,4.05671959461371e-08
"Lmntd1",2.22454625773204e-12,0.0834747474079252,0.318,0.309,4.06246637587024e-08
"Zfp445",2.24228309584661e-12,0.0679549285379497,0.243,0.208,4.09485738963508e-08
"Vmp1",2.27156377839859e-12,-0.0721009478565107,0.294,0.371,4.14832977211151e-08
"Rusc1",2.31186285479414e-12,-0.0547848996793059,0.097,0.14,4.22192394542506e-08
"Ubap2",2.31439831176694e-12,0.0702602039688756,0.282,0.253,4.22655419694878e-08
"Cep120",2.32506371413451e-12,0.0638585183208593,0.197,0.168,4.24603135475244e-08
"Dld",2.35119758195737e-12,-0.0651399948803129,0.187,0.248,4.29375702417054e-08
"Cdip1",2.3755483554454e-12,0.0623293300229323,0.182,0.153,4.33822640671438e-08
"Ghitm",2.3876789102476e-12,-0.0717276476887682,0.343,0.416,4.36037922589416e-08
"Mgmt",2.40968226015088e-12,0.055785942395002,0.107,0.082,4.40056174348753e-08
"Frmd4b",2.45020007878167e-12,0.0696135570568891,0.642,0.652,4.47455538387108e-08
"Khnyn",2.46906095493038e-12,0.0611437312406914,0.177,0.145,4.50899911589387e-08
"D030056L22Rik",2.49857677306187e-12,-0.0521888091357866,0.087,0.132,4.5629009029656e-08
"Rc3h2",2.51645161318434e-12,0.0707318471645967,0.295,0.264,4.59554393599724e-08
